60	841
61	400
62	278
63	265
64	237
65	314
66	660
67	7155
68	7573
69	18510
70	8588
71	15920
72	4259
73	760
74	424
75	262
76	246
77	321
78	636
79	1540
80	6148
81	8875
82	13630
83	14340
84	9777
85	8621
86	957
87	597
88	327
89	264
90	250
91	618
92	786
93	3950
94	7104
95	9287
96	14350
97	15880
98	26450
99	5974
100	904
101	604
102	357
103	338
104	418
105	692
106	1113
107	3659
108	10410
109	8194
110	11170
111	12190
112	9500
113	3796
114	1501
115	663
116	927
117	736
118	738
119	1305
120	1990
121	5154
122	6648
123	6969
124	8972
125	7257
126	6211
127	4094
128	847
129	2628
130	629
131	772
132	951
133	2856
134	4575
135	6079
136	6334
137	7291
138	7641
139	6965
140	3252
141	3341
142	841
143	819
144	676
145	832
146	972
147	2834
148	4624
149	5450
150	6880
151	8243
152	9122
153	5096
154	4166
155	3901
156	931
157	819
158	789
159	912
160	1037
161	1765
162	2844
163	3899
164	5503
165	5505
166	6705
167	4364
168	2681
169	1465
170	833
171	1052
172	1193
173	1008
174	975
175	1576
176	2017
177	2708
178	4356
179	3585
180	4365
181	2734
182	2130
183	1250
184	966
185	2614
186	1349
187	961
188	908
189	1333
190	1510
191	2404
192	2765
193	2647
194	3614
195	1638
196	1639
197	956
198	835
199	974
200	915
201	855
202	843
203	1098
204	1228
205	1501
206	2035
207	6326
208	4233
209	3071
210	1470
211	913
212	745
213	857
214	882
215	755
216	779
217	918
218	1089
219	1196
220	3678
221	2824
222	3876
223	1486
224	1011
225	821
226	753
227	804
228	787
229	732
230	733
231	808
232	1378
233	1137
234	2753
235	2741
236	3981
237	1900
238	1380
239	985
240	906
241	863
242	969
243	745
244	716
245	828
246	2380
247	1378
248	963
249	1291
250	889
251	833
252	731
253	759
254	703
255	657
256	1116
257	676
258	790
259	857
260	4163
261	2100
262	18500
263	6922
264	21870
265	8315
266	1301
267	982
268	643
269	590
270	566
271	578
272	565
273	683
274	743
275	901
276	1364
277	1349
278	3593
279	3962
280	6997
281	4974
282	3741
283	870
284	654
285	498
286	484
287	505
288	541
289	570
290	593
291	671
292	744
293	625
294	594
295	649
296	515
297	456
298	386
299	332
300	362
301	355
302	357
303	383
304	368
305	383
306	410
307	397
308	365
309	345
310	328
311	323
312	321
313	574
314	360
315	299
316	398
317	334
318	518
319	379
320	476
321	371
322	377
323	423
324	310
325	337
326	263
327	257
328	223
329	235
330	262
331	271
332	390
333	419
334	592
335	494
336	1439
337	645
338	3093
339	4029
340	797
341	672
342	351
343	267
344	226
345	231
346	220
347	278
348	243
349	277
350	250
351	309
352	266
353	261
354	293
355	606
356	426
357	355
358	241
359	207
360	204
361	198
362	201
363	194
364	201
365	225
366	228
367	280
368	234
369	218
370	233
371	196
372	178
373	180
374	183
375	184
376	197
377	191
378	216
379	231
380	453
381	436
382	609
383	573
384	390
385	225
386	181
387	179
388	182
389	185
390	183
391	220
392	204
393	529
394	407
395	339
396	562
397	736
398	496
399	257
400	204
401	210
402	200
403	191
404	196
405	186
406	181
407	219
408	229
409	221
410	244
411	207
412	214
413	192
414	183
415	263
416	247
417	245
418	196
419	188
420	183
421	205
422	206
423	224
424	220
425	190
426	168
427	161
428	158
429	359
430	268
431	268
432	198
433	212
434	211
435	217
436	263
437	246
438	206
