60	1021
61	431
62	293
63	281
64	247
65	317
66	708
67	7940
68	8421
69	21320
70	9472
71	19560
72	6825
73	833
74	441
75	273
76	256
77	326
78	662
79	1217
80	6888
81	9584
82	15110
83	16010
84	11030
85	10020
86	1099
87	656
88	335
89	278
90	261
91	615
92	817
93	4868
94	8008
95	10220
96	16100
97	18410
98	31330
99	6879
100	1021
101	660
102	375
103	363
104	437
105	719
106	1171
107	4463
108	11710
109	9200
110	13050
111	14240
112	11660
113	4954
114	2222
115	759
116	993
117	722
118	781
119	1301
120	2839
121	5844
122	8268
123	8171
124	10530
125	8269
126	8051
127	4726
128	997
129	3128
130	635
131	796
132	1001
133	3271
134	5264
135	6674
136	7961
137	8455
138	9249
139	8184
140	4345
141	3772
142	965
143	892
144	720
145	890
146	1058
147	3490
148	5344
149	6086
150	8145
151	9728
152	10770
153	6050
154	5482
155	4915
156	1153
157	908
158	834
159	946
160	1085
161	2058
162	3709
163	4564
164	6597
165	6610
166	7987
167	5086
168	3684
169	1801
170	960
171	1132
172	1153
173	1064
174	1046
175	1697
176	2614
177	3566
178	5405
179	4500
180	5082
181	3582
182	2621
183	1424
184	1086
185	2963
186	1414
187	1016
188	986
189	1430
190	2172
191	3375
192	3968
193	3740
194	4345
195	2313
196	2122
197	1035
198	928
199	1044
200	955
201	893
202	915
203	1270
204	1596
205	2210
206	3449
207	6431
208	4795
209	3620
210	1618
211	966
212	803
213	921
214	938
215	815
216	882
217	1033
218	1472
219	1611
220	4723
221	3964
222	4448
223	1840
224	1110
225	879
226	808
227	858
228	858
229	809
230	843
231	944
232	2000
233	1418
234	3944
235	3670
236	4831
237	2693
238	1947
239	1123
240	986
241	952
242	1054
243	849
244	818
245	981
246	2972
247	1844
248	1351
249	1866
250	1059
251	989
252	847
253	883
254	790
255	750
256	1520
257	880
258	929
259	1485
260	4931
261	4328
262	21950
263	10260
264	26280
265	9625
266	1663
267	1096
268	722
269	653
270	677
271	677
272	736
273	829
274	915
275	1146
276	1435
277	2141
278	3948
279	5951
280	7846
281	7393
282	5495
283	973
284	811
285	592
286	573
287	585
288	639
289	644
290	717
291	725
292	917
293	671
294	716
295	693
296	580
297	496
298	431
299	370
300	416
301	405
302	400
303	426
304	410
305	434
306	469
307	468
308	404
309	407
310	370
311	351
312	360
313	603
314	393
315	332
316	441
317	368
318	586
319	415
320	562
321	415
322	433
323	479
324	342
325	360
326	280
327	272
328	243
329	256
330	290
331	297
332	443
333	463
334	688
335	556
336	1857
337	687
338	3545
339	3870
340	731
341	608
342	330
343	259
344	232
345	242
346	237
347	311
348	265
349	306
350	268
351	318
352	273
353	270
354	296
355	461
356	384
357	323
358	234
359	215
360	214
361	213
362	213
363	208
364	213
365	240
366	249
367	288
368	240
369	218
370	245
371	187
372	182
373	187
374	191
375	195
376	213
377	204
378	239
379	246
380	530
381	468
382	768
383	630
384	404
385	237
386	191
387	187
388	197
389	194
390	199
391	225
392	215
393	520
394	423
395	355
396	718
397	793
398	524
399	275
400	222
401	209
402	206
403	192
404	201
405	194
406	194
407	228
408	244
409	240
410	259
411	222
412	218
413	195
414	200
415	236
416	248
417	236
418	195
419	190
420	188
421	211
422	213
423	232
424	220
425	194
426	174
427	167
428	164
429	284
430	245
431	234
432	187
433	208
434	208
435	212
436	263
437	237
438	206
439	187
440	169
441	151
442	146
443	163
444	150
445	173
446	195
447	326
448	283
449	429
450	363
451	260
452	214
453	174
454	153
455	146
456	141
457	147
458	147
459	152
460	159
461	181
462	217
463	257
464	271
465	273
466	231
467	191
468	163
469	149
470	144
471	151
472	155
473	165
474	170
475	219
476	268
477	310
478	315
479	310
480	285
481	216
482	166
483	152
484	144
485	165
486	159
487	178
488	190
489	236
490	301
491	341
492	346
493	311
494	266
495	228
496	176
497	161
498	161
499	187
500	184
501	212
502	262
503	286
504	321
505	382
506	482
507	568
508	351
509	251
510	188
511	171
512	164
513	168
514	174
515	170
516	179
517	195
518	235
519	287
520	371
521	491
522	335
523	268
524	215
525	203
526	189
527	210
528	212
529	228
530	247
531	226
532	226
533	240
534	264
535	285
536	212
537	185
538	159
539	157
540	157
541	165
542	183
543	193
544	202
545	210
546	223
547	243
548	221
549	220
550	213
551	199
552	212
553	174
554	146
555	145
556	159
557	153
558	165
559	179
560	207
561	200
562	196
563	188
564	173
565	174
566	142
567	141
568	135
569	154
570	171
571	187
572	242
573	336
574	436
575	865
576	812
577	1556
578	1642
579	782
580	383
581	201
582	146
583	132
584	133
585	143
586	162
587	181
588	209
589	253
590	318
591	249
592	220
593	182
594	187
595	234
596	314
597	522
598	991
599	1599
600	2035
601	3931
602	4438
603	7989
604	7145
605	3513
606	1986
607	749
608	381
609	212
610	171
611	162
612	181
613	219
614	296
615	441
616	661
617	777
618	707
619	650
620	474
621	573
622	344
623	181
624	137
625	125
626	138
627	142
628	184
629	239
630	252
631	449
632	423
633	360
634	320
635	192
636	146
637	122
638	106
639	100
640	100
641	102
642	109
643	119
644	135
645	169
646	162
647	173
648	157
649	148
650	117
651	108
652	105
653	108
654	113
655	125
656	135
657	163
658	170
659	230
660	209
661	230
662	221
663	241
664	163
665	127
666	110
667	106
668	102
669	109
670	114
671	128
672	134
673	163
674	156
675	177
676	159
677	186
678	144
679	114
680	97
681	91
682	102
683	99
684	109
685	132
686	139
687	167
688	155
689	160
690	139
691	123
692	109
693	94
694	92
695	92
696	93
697	100
698	108
699	139
700	137
701	152
702	140
703	143
704	120
705	108
706	94
707	84
708	87
709	91
710	95
711	100
712	118
713	148
714	151
715	165
716	152
717	160
718	131
719	121
720	98
721	89
722	87
723	89
724	90
725	106
726	117
727	151
728	169
729	183
730	184
731	222
732	167
733	142
734	107
735	96
736	91
737	87
738	98
739	107
740	136
741	180
742	210
743	251
744	253
745	315
746	221
747	184
748	121
749	100
750	93
751	96
752	109
753	125
754	175
755	238
756	283
757	306
758	291
759	419
760	262
761	180
762	126
763	102
764	100
765	104
766	127
767	150
768	225
769	278
770	376
771	360
772	323
773	382
774	255
775	174
776	128
777	105
778	106
779	110
780	133
781	147
782	193
783	246
784	315
785	315
786	273
787	324
788	224
789	170
790	128
791	102
792	101
793	105
794	141
795	150
796	190
797	221
798	258
799	268
800	229
801	236
802	173
803	137
804	112
805	102
806	112
807	119
808	193
809	193
810	296
811	271
812	303
813	242
814	193
815	172
816	125
817	107
818	97
819	91
820	97
821	116
822	126
823	152
824	159
825	218
826	212
827	193
828	161
829	162
830	128
831	113
832	96
833	91
834	90
835	98
836	102
837	112
838	119
839	154
840	153
841	186
842	150
843	125
844	104
845	97
846	92
847	91
848	94
849	110
850	121
851	205
852	209
853	434
854	391
855	828
856	592
857	722
858	472
859	489
860	316
861	179
862	115
863	126
864	126
865	209
866	210
867	442
868	341
869	246
870	182
871	158
872	145
873	141
874	140
875	190
876	220
877	604
878	584
879	1484
880	1311
881	3255
882	2390
883	3470
884	2356
885	3057
886	1996
887	885
888	401
889	186
890	129
891	96
892	103
893	101
894	124
895	128
896	156
897	144
898	162
899	138
900	139
901	113
902	83
903	66
904	59
905	62
906	60
907	90
908	85
909	157
910	149
911	214
912	170
913	197
914	138
915	111
916	82
917	63
918	52
919	52
920	47
921	50
922	53
923	53
924	52
925	53
926	52
927	53
928	51
929	51
930	50
931	47
932	49
933	49
934	49
935	48
936	48
937	56
938	59
939	65
940	62
941	65
942	59
943	58
944	52
945	47
946	46
947	47
948	46
949	48
950	45
951	47
952	48
953	49
954	48
955	48
956	44
957	47
958	46
959	47
960	45
961	45
962	45
963	46
964	47
965	49
966	52
967	54
968	53
969	54
970	50
971	50
972	44
973	46
974	45
975	41
976	43
977	44
978	42
979	46
980	43
981	43
982	46
983	44
984	46
985	39
986	41
987	44
988	41
989	44
990	40
991	42
992	44
993	45
994	47
995	44
996	46
997	47
998	44
999	44
